Fondo;Descripci¢n;Centro;Secci¢n;Programa;Subconcepto;Programa de Financiaci¢n;Definici¢n proyecto;T°tulo;Distrito;Texto Distrito;L°nea Inversi¢n;Descripci¢n L°nea de Inversi¢n;Subl°ne de Inversi¢n;Descripci¢n Subl°ne de Inversi¢n;Etiqueta 16;Descripci¢n etiqueta 16;Etiqueta 17;Descripci¢n etiqueta 17;Etiqueta 18;Descripci¢n etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
;;001;202;92001;63302;2018/000550;2018/000550;SERVICIOS ARGANZUELA. EQUIPOS MEDIDA PARA CONTROL PARµMETROS F÷SICOS Y AMBIENTALES;202;ARGANZUELA;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;4000,00;0,00;4000,00;4000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004223;2017/004223;IFS - CENTRO DEPORTIVO MARQUêS DE SAMARANCH. AMPLIAR ZONA TAQUILLAS Y ESPACIOS DE SEGURIDAD;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;49999,35;49999,35;0,00;0,00;49999,35;49999,35;49998,77;0,00;49998,77
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004609;2017/004609;IFS - CENTRO CULTURAL NUEVAS DEPENDENCIAS. OBRAS DE ACONDICIONAMIENTO;202;ARGANZUELA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;82962,50;82962,50;0,00;0,00;82962,50;82962,50;82962,50;0,00;82962,50
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004610;2017/004610;IFS - ESPACIO DE IGUALDAD JUANA DO•ANA Y RECINTO DE LA CASA DEL RELOJ . REPARACI‡N Y MEJORA;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;04;ATENCI‡N SOCIAL A LA MUJER;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;25030,75;25030,75;0,00;0,00;25030,75;25030,75;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004611;2017/004611;IFS - EDIFICIO DE ESCOLTAS-CASA RELOJ DEL DISTRITO DE ARGANZUELA. OBRAS DE RAPARACI‡N Y MEJORA;202;ARGANZUELA;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;7052,52;7052,52;0,00;0,00;7052,52;7052,52;7052,52;0,00;7052,52
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004612;2017/004612;IFS - BIBLIOTECA P÷O BAROJA DEL DISTRITO DE ARGANZUELA. OBRAS DE REPARACI‡N Y MEJORA;202;ARGANZUELA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRµFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;36386,56;36386,56;0,00;0,00;36386,56;36386,56;36386,55;0,00;36386,55
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004613;2017/004613;IFS - CENTRO DE D÷A DE ALZHEIMER JOSê DE VILLAREAL. OBRAS DE REPARACI‡N Y MEJORA;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10527,63;10527,63;0,00;0,00;10527,63;10527,63;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004614;2017/004614;IFS - CENTRO DE SERVICIOS SOCIALES JOSê DE VILLAREAL. OBRAS DE REPARACI‡N Y MEJORA;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;43485,00;43485,00;0,00;0,00;43485,00;43485,00;43485,00;0,00;43485,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004616;2017/004616;IFS - CENTRO DE D÷A DEL DOTACIONAL INTEGRADO DE ARGANZUELA. OBRAS DE REPARACI‡N Y MEJORA;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20032,01;20032,01;0,00;0,00;20032,01;20032,01;20032,01;0,00;20032,01
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004617;2017/004617;IFS - SAL‡N DE ACTOS CENTRO CULTURAL DEL DOTACIONAL INTEGRADO DE ARGANZUELA. OBRAS DE MEJORA;202;ARGANZUELA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;9907,15;9907,15;0,00;0,00;9907,15;9907,15;9907,15;0,00;9907,15
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004618;2017/004618;IFS - LOCAL EDIFICIO PLAZA DE LEGAZPI, 7. OBRAS DE MEJORA;202;ARGANZUELA;12;OTROS BIENES PÈBLICOS DE CARµCTER SOCIAL;01;PARTICIPACI‡N CIUDADANA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;6234,10;6234,10;0,00;0,00;6234,10;6234,10;6234,10;0,00;6234,10
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;202;93303;63200;2017/004620;2017/004620;IFS - CENTRO DEPORTIVO MARQUES DE SAMARANCH. OBRAS DE ACONDICIONAMIENTO DE DIVERSAS INSTALACIONES;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;90328,71;90328,71;0,00;0,00;90328,71;90328,71;90328,71;0,00;90328,71
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005342;2018/005342;IFS - POLIDEPORTIVO LA FUNDI. ADAPTACI‡N A NORMATIVA, ADECUACI‡N VESTUARIOS, EFICIENCIA Y OTRAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;340000,00;340000,00;3,37;0,00;339996,63;339996,63;236153,92;0,00;126882,44
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005343;2018/005343;IFS - POLIDEPORTIVO MARQUES DE SAMARANCH. CESPED ARTIFICIAL PADEL,EFICIENCIA ILUMINACI‡N Y OTRAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;190000,00;190000,00;0,72;0,00;189999,28;189999,28;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005344;2018/005344;IFS - CENTRO DOTACIONAL INTEGRADO ARGANZUELA. ADECUACI‡N CUBIERTA, EFICIENCIA ENERGêTICA Y OTRAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;04;CENTROS POLIVALENTES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;320000,00;320000,00;0,08;0,00;319999,92;319999,92;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005345;2018/005345;IFS - CENTRO DEPORTIVO PE•UELAS. ACONDICIONAMIENTO VESTUARIOS, ASEOS, CAFETER÷A Y OTRAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;265000,00;265000,00;265000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005346;2018/005346;IFS - ESCUELA DE MÈSICA ALMUDENA CANO. CLIMATIZACI‡N PARA MEJORA EFICIENCIA ENERGêTICA Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;03;ESCUELAS DE MÈSICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;150000,00;150000,00;0,00;0,00;150000,00;150000,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005347;2018/005347;IFS - EDIFICIO CASA DEL RELOJ. MEJORA INSTALACIONES SEGURIDAD, ACCESIBILIDAD Y OTRAS;202;ARGANZUELA;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;290000,00;290000,00;1,45;0,00;289998,55;289998,55;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005348;2018/005348;IFS - CENTRO CULTURAL NUEVAS DEPENDENCIAS. MEJORA CLIMATIZACI‡N EN SAL‡N DE ACTOS Y OTRAS;202;ARGANZUELA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;79000,00;79000,00;1,42;0,00;78998,58;78998,58;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005349;2018/005349;IFS - BIBLIOTECA PIO BAROJA. MEJORA EFICIENCIA ELêCTRICA Y OTRAS;202;ARGANZUELA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRµFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;160000,00;160000,00;160000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005350;2018/005350;IFS - CENTRO DE MAYORES JOSê VILLARREAL. MEJORA EFICIENCIA ELêCTRICA Y VARIOS;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;49900,00;49900,00;2,38;0,00;49897,62;49897,62;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005351;2018/005351;IFS - CENTRO DE MAYORES LUCA DE TENA. MEJORA EFICIENCIA ELêCTRICA Y OTRAS;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;18500,00;18500,00;0,00;0,00;18500,00;18500,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005352;2018/005352;IFS - COLEGIO PÈBLICO MIGUEL DE UNAMUNO. EFICIENCIA ENERGêTICA EN ILUMINACI‡N, SOLADOS Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;340000,00;340000,00;4,71;0,00;339995,29;339995,29;318400,85;0,00;233014,89
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005353;2018/005353;IFS - COLEGIO PÈBLICO MENENDEZ PELAYO. ILUMINACI‡N PARA MEJORA EFICIENCIA ENERGêTICA Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;340000,00;340000,00;1,45;0,00;339998,55;339998,55;303069,77;0,00;130475,18
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005354;2018/005354;IFS - COLEGIO PÈBLICO SAN EUGENIO Y SAN ISIDRO. MEJORA EN CUBIERTA, SANEAMIENTO Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;285000,00;285000,00;2,61;0,00;284997,39;284997,39;140591,18;0,00;89407,84
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005355;2018/005355;IFS - COLEGIO PÈBLICO JOAQU÷N COSTA. MEJORA SEGURIDAD, PATIO INFANTIL Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;160000,00;160000,00;1,26;0,00;159998,74;159998,74;133287,92;0,00;64356,58
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005356;2018/005356;IFS - COLEGIO PÈBLICO TIRSO DE MOLINA. OBRAS DE CONSERVACI‡N GIMNASIO Y COCINA Y SANEAMIENTO;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;320000,00;320000,00;0,00;0,00;320000,00;320000,00;247249,63;0,00;247249,63
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005357;2018/005357;IFS - COLEGIO PÈBLICO LEGADO CRESPO. EFICIENCIA ENERGêTICA EN ILUMINACI‡N Y VARIOS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;160000,00;160000,00;2,67;0,00;159997,33;159997,33;136667,11;0,00;93572,17
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005358;2018/005358;IFS - COLEGIO PÈBLICO TOMµS BRET‡N. CONSERVACI‡N SOLADO, MEJORA AISLAMIENTO TêRMICO Y VARIOS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;265000,00;265000,00;0,08;0,00;264999,92;264999,92;231328,86;0,00;92505,84
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005359;2018/005359;IFS - COLEGIO PÈBLICO PLµCIDO DOMINGO. CONSERVACI‡N CERRAJER÷A EXTERIOR Y OTROS;202;ARGANZUELA;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;25000,00;25000,00;0,81;0,00;24999,19;24999,19;24999,19;0,00;23846,63
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005360;2018/005360;IFS - ESCUELA INFANTIL EL BOSQUE. EFICIENCIA ENERGêTICA EN CALEFACCI‡N Y CARPINTER÷A Y VARIOS;202;ARGANZUELA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;120000,00;120000,00;1,48;0,00;119998,52;119998,52;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005361;2018/005361;IFS - ESCUELA INFANTIL EL ALBA. MEJORA EFICIENCIA ENERGêTICA, ADECUACI‡N DE PATIO Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;270000,00;270000,00;1,28;0,00;269998,72;269998,72;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005362;2018/005362;IFS - ESCUELA INFANTIL EL BARBERILLO DE LAVAPIES. MEJORA CUBIERTA Y OTRAS;202;ARGANZUELA;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;49000,00;49000,00;0,38;0,00;48999,62;48999,62;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005363;2018/005363;IFS - INSTALACIONES DEPORTIVAS BµSICAS ARGANZUELA. MEJORA CERRAMIENTO DE PISTAS Y OTRAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;130000,00;130000,00;130000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005364;2018/005364;IFS - CENTRO DEPORTIVO CIRCUITO BMX. MEJORA TALUDES Y OTRAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;0,65;0,00;19999,35;19999,35;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/005365;2018/005365;IFS - INSTALACI‡N DEPORTIVA BµSICA JARD÷N PAPELERA PENINSULAR. MEJORA PISTA PATINAJE;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;49000,00;49000,00;0,00;0,00;49000,00;49000,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/006097;2018/006097;IFS - LOCALES C/ VILLAR DEL PRADO, 27. ADAPTACI‡N PARA SALA DE LECTURA;202;ARGANZUELA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRµFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;150000,00;150000,00;150000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/006619;2018/006619;IFS - POLIDEPORTIVO MARQUES DE SAMARANCH. INSTALACI‡N PANELES FOTOVOLTAICOS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;345000,00;345000,00;345000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/006627;2018/006627;IFS - CASA DEL RELOJ DISTRITO DE ARGANZUELA.  MEJORA ESPACIO PARA TALLER DE RESTAURACI‡N;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;115000,00;115000,00;115000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;202;93303;63200;2018/006687;2018/006687;IFS - CENTRO DOTACIONAL INTEGRADO DE ARGANZUELA. INSTALACI‡N PANELES FOTOVOLTAICOS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;04;CENTROS POLIVALENTES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;345000,00;345000,00;345000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;203;17102;61921;2018/006628;2018/006628;IFS - ZONA VERDE BµSICA PLAZA C/VALDERRIBAS 26 C/V C/ABTAO. ACONDICIONAMIENTO Y MEJORA;203;RETIRO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;67000,00;67000,00;54900,00;0,00;12100,00;12100,00;0,00;0,00;0,00
;;001;203;23102;62302;2018/001104;2018/001104;CENTRO ELENA ARNEDO. ÈTILES Y HERRAMIENTAS PARA ACTIVIDADES INFANCIA Y FAMILIA;203;RETIRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;1500,00;0,00;1500,00;295,43;0,00;1204,57;1204,57;1204,57;0,00;1204,57
;;001;203;23103;62599;2018/001079;2018/001079;EQUIPAMIENTO CENTRO DE MAYORES C/ PEZ AUSTRAL;203;RETIRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;;;;;;;5000,00;-1242,44;3757,56;0,00;0,00;3757,56;3757,56;0,00;0,00;0,00
;;001;203;23103;62599;2018/001106;2018/001106;EQUIPAMIENTO CENTRO DE MAYORES PêREZ GALD‡S;203;RETIRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;1815,00;1815,00;0,00;0,00;1815,00;1815,00;1815,00;0,00;1815,00
;;001;203;33303;62599;2018/006728;2018/006728;IFS - CENTROS CULTURALES DEL DISTRITO DE RETIRO. MOBILIARIO Y ENSERES;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8830,00;8830,00;8830,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;203;33303;62601;2018/008003;2018/008003;IFS - FILMOTECA MUNICIPAL EN CENTROS CULTURALES DEL DISTRITO DE RETIRO. ADQUISICI‡N EQUIPOS (ID: 2329);203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;120000,00;120000,00;120000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;203;33303;63599;2018/006728;2018/006728;IFS - CENTROS CULTURALES DEL DISTRITO DE RETIRO. MOBILIARIO Y ENSERES;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;4500,00;4500,00;4500,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;203;34201;62599;2018/006630;2018/006630;IFS - ESTANQUE DEL RETIRO. SUMINISTRO DE BOTES DE REMO;203;RETIRO;10;CULTURA;01;ARCHIVOS Y PATRIMONIO DOCUMENTAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;718,00;0,00;29282,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;203;34201;63599;2018/006630;2018/006630;IFS - ESTANQUE DEL RETIRO. SUMINISTRO DE BOTES DE REMO;203;RETIRO;10;CULTURA;01;ARCHIVOS Y PATRIMONIO DOCUMENTAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;70000,00;70000,00;231,40;0,00;69768,60;0,00;0,00;0,00;0,00
;;001;203;92001;62500;2018/001080;2018/001080;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO RETIRO;203;RETIRO;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;2000,00;0,00;2000,00;0,86;0,00;1999,14;1999,14;0,00;0,00;0,00
;;001;203;92001;62600;2018/001080;2018/001080;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO RETIRO;203;RETIRO;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;2542,00;0,00;2542,00;2542,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;203;92001;62901;2017/000928;2017/000928;DIVERSOS EDIFICIOS ADSCRITOS A LA JUNTA DE DISTRITO DE RETIRO. SE•ALIZACI‡N;203;RETIRO;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;1606,00;-1605,01;0,99;0,99;0,00;0,00;0,00;0,00;0,00;0,00
;;001;203;92001;62901;2017/000928;2017/010928;CENTRO CULTURAL CLARA CAMPOAMOR. SE•ALIZACI‡N;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;621,85;621,85;0,00;0,00;621,85;621,85;621,85;0,00;621,85
;;001;203;92001;62901;2017/000928;2017/020928;CENTRO CULTURAL LAS CALIFORNIAS. SE•ALIZACI‡N;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;510,36;510,36;0,00;0,00;510,36;510,36;510,36;0,00;510,36
;;001;203;92001;62901;2017/000928;2017/030928;CENTRO CULTURAL MERCADO DE IBIZA. SE•ALIZACI‡N;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;472,80;472,80;0,00;0,00;472,80;472,80;472,79;0,00;472,79
;;001;203;93302;63200;2016/000080;2016/000080;OBRAS DE CONSERVACI‡N EDIFICIOS DISTRITO DE RETIRO;203;RETIRO;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;11380,00;-11379,10;0,90;0,90;0,00;0,00;0,00;0,00;0,00;0,00
;;001;203;93302;63200;2016/000080;2016/020080;CENTRO SOCIO CULTURAL AV. CIUDAD BARCELONA, 162. MEJORA Y ACONDICIONAMIENTO;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;2686,30;2686,30;0,00;0,00;2686,30;2686,30;2686,30;0,00;2686,30
;;001;203;93302;63200;2016/000080;2016/040080;CENTRO CULTURAL LUIS PEIDR‡. OBRAS DE REPARACI‡N;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;8692,80;8692,80;0,00;0,00;8692,80;8692,80;8692,80;0,00;8692,80
;;001;203;93302;63200;2016/009223;2016/009223;CENTRO CULTURAL LUIS PEIDR‡. MEJORA INSONORIZACI‡N SAL‡N DE ACTOS Y ECONOMIZACI‡N DE ESPACIOS;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;3312,00;0,00;3312,00;0,19;0,00;3311,81;3311,81;3311,81;0,00;3311,81
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;203;93303;63200;2017/004225;2017/004225;IFS - EDIFICIO SEDE RETIRO. MEJORA DE AISLAMIENTO TêRMICO EN LA ENVOLVENTE DEL EDIFICIO;203;RETIRO;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14841,19;14841,19;0,00;0,00;14841,19;14841,19;13390,78;0,00;13390,78
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;203;93303;63200;2017/004226;2017/004226;IFS - CENTRO CULTURAL CASA DE VACAS. REFORMA DE INSTALACI‡N ELêCTRICA E ILUMINACI‡N.;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;29448,47;29448,47;0,00;0,00;29448,47;29448,47;22525,86;0,00;22525,86
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;203;93303;63200;2017/004227;2017/004227;IFS - CENTRO CULTURAL LUIS PEIDR‡. REFORMA CLIMATIZACI‡N Y  MEJORA RENDIMIENTO TêRMICO;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;16697,99;16697,99;0,00;0,00;16697,99;16697,99;16686,48;0,00;16686,48
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;203;93303;63200;2017/004228;2017/004228;IFS - CENTRO DE MAYORES P÷O BAROJA. OBRAS DE MEJORA DE LAS CONDICIONES DE  ACCESIBILIDAD;203;RETIRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;43256,75;43256,75;0,00;0,00;43256,75;43256,75;27028,98;0,00;27028,98
